modelo_campeon,estado,auc_train,auc_test,auc_oot,auc_gap,umbral_clasificacion,stability_threshold,n_features,speedup,workers_usados
LogisticRegression,ESTABLE,0.604586034490966,0.6140300441914851,0.5976044189484904,0.016425625242994735,0.5,0.03,60,1.035,4
